ID_val,Problem,Checkbox,Check_Area,Complaint_Type,Area,SubArea,area_subarea,source_name
18686,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
12350,CD Player/Changer-Loading/Playback Problem,CD Player/Changer- unspecified,CD Player/Changer- unspecified,CD Player/Changer- unspecified,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
11186,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
11673,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
4966,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Radio,Not Functioning,Radio / Not Functioning,source_2
13654,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
6977,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Not Functioning,Android Auto / Not Functioning,source_2
6051,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
2555,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - Sound bass level,Audio Sound/Speakers,Sound bass level,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
18746,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
10222,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - Sound quality for person on other end,Cell Phone Connection,Sound quality for person on other end,Not PPEC 7,Other,Not PPEC 7 / Other,source_2
17248,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
3505,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
18053,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Navigation,Not Enough Info,Navigation / Not Enough Info,source_2
10107,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Display,DTU,Display / DTU,source_2
4135,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
14338,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Out Dated,Navigation / Out Dated,source_2
9034,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
12779,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Bluetooth,Pairing Loss,Bluetooth / Pairing Loss,source_2
14145,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
14746,Cigarette Lighter/Power Plug-Not Enough,12 Volt Power Outlets - Not enough outlets,12 Volt Power Outlets,Not enough outlets,Power Outlet,Not Enough,Power Outlet / Not Enough,source_2
11832,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
8338,Media Player - Broken/NW/slow/freezes,Media Player - Device compatibility/does not work,Media Player,Device compatibility/does not work,USB/Aux In,Device Not Recognized,USB/Aux In / Device Not Recognized,source_2
9119,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Android Auto,Stability,Android Auto / Stability,source_2
17197,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
12585,RRR-Phone,RRR - Voice recognition problems,RRR,Voice recognition problems,RRR,Duplicate,RRR / Duplicate,source_2
16226,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
6103,Front Audio/Ent System-Controls DTU/Poor Location,Media Player - DTU/understand,Media Player,DTU/understand,Radio,DTU,Radio / DTU,source_2
11719,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
10368,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
14372,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
11880,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
4188,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
1829,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Apple Car Play,Dual Environment,Apple Car Play / Dual Environment,source_2
4713,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
13869,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,No Activation,Cannot Activate at Dealership,No Activation / Cannot Activate at Dealership,source_2
2858,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Black Screen,Display / Black Screen,source_2
13139,Navigation System- DTU,Navigation System - Poor location of controls,Navigation System,Poor location of controls,Navigation,DTU,Navigation / DTU,source_2
17166,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
197,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
1033,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
2693,CD Player/Changer-Loading/Playback Problem,CD Player/Changer- unspecified,CD Player/Changer- unspecified,CD Player/Changer- unspecified,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
5370,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
7451,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
7569,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
9528,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Other,Navigation / Other,source_2
17226,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
9156,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,Customer Expectation,Apple Car Play / Customer Expectation,source_2
927,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
5754,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Stability,Apple Car Play / Stability,source_2
13045,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Voice Recognition,Customer Education,Voice Recognition / Customer Education,source_2
5688,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
5126,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
14614,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Radio Interaction,No Wifi,Radio Interaction / No Wifi,source_2
3124,Navigation System-Broken/Not Working,Navigation System - Docking/connectivity,Navigation System,Docking/connectivity,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
15349,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Radio,Screen Freeze,Radio / Screen Freeze,source_2
18213,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Radio,Presets DTU,Radio / Presets DTU,source_2
6015,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Android Auto,DTU,Android Auto / DTU,source_2
17770,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
15050,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Android Auto,Stability,Android Auto / Stability,source_2
17027,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
6468,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Bluetooth,DTU,Bluetooth / DTU,source_2
18789,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
7572,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
8417,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,No Activation,Cannot Activate at Dealership,No Activation / Cannot Activate at Dealership,source_2
17414,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
659,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
4362,Front Audio/Ent System-Controls DTU/Poor Location,Radio Fnctn and Recptn - DTU/understand,Radio Fnctn and Recptn,DTU/understand,XM Radio,Customer Expectation,XM Radio / Customer Expectation,source_2
953,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
3911,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
8675,Front Audio/Ent System-Controls DTU/Poor Location,"Audio Sound/Speakers - Diff to adjust/use (bass, trbl, bal/fade)",Audio Sound/Speakers,"Diff to adjust/use (bass, trbl, bal/fade)",Audio,Source Volume Discrepencies,Audio / Source Volume Discrepencies,source_2
12461,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Display,Other,Display / Other,source_2
4627,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Android Auto,Not Functioning,Android Auto / Not Functioning,source_2
11819,Steering Wheel Ctrls-DTU/In Poor Location,Steering Wheel Ctrls - In poor location,Steering Wheel Ctrls,In poor location,Steering Wheel Controls,DTU,Steering Wheel Controls / DTU,source_2
17029,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Stability,Apple Car Play / Stability,source_2
14689,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
4309,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
